Developer,Publisher,Genres,Product Rating,User Ratings Count,Best-seller,year
Mages.,Spike Chunsoft,Visual Novel,Rated M For Mature,71.0,1,2019
Krome Studios,Konami,3D Beat-'Em-Up,Rated T For Teen,12.0,1,2004
Big Huge Games,Electronic Arts,Action RPG,Rated M For Mature,37.0,1,2012
Koei,Koei,Real-Time Strategy,Rated E +10 For Everyone +10,58.0,1,2008
Flight-Plan,Atlus,Turn-Based Tactics,Rated T For Teen,10.0,1,2008
Chris Sawyer,MicroProse,Tycoon,Rated E For Everyone,33.0,1,2000
CyberConnect2,Namco Bandai Games,3D Fighting,Rated T For Teen,64.0,1,2013
Isopod Labs,Activision,Vehicle Combat Sim,Rated T For Teen,7.0,1,2008
HappyJuice Games,HappyJuice Games,Adventure,Rated E +10 For Everyone +10,28.0,1,2022
Aplus,Bandai Namco Games,Action RPG,Rated T For Teen,35.0,0,2018
Konami,Konami,2D Platformer,Rated T For Teen,28.0,0,2001
Visual Concepts,2K Sports,Basketball Sim,Rated E For Everyone,9.0,0,2007
Dimps Corporation,THQ,2D Platformer,Rated E For Everyone,79.0,1,2004
Compile Heart,Idea Factory,Action RPG,Rated T For Teen,44.0,0,2017
Climax Studios,Global Star Software,FPS,Rated M For Mature,12.0,1,2004
Tri-Ace,Aksys Games,JRPG,Rated T For Teen,31.0,0,2016
NovaLogic,NovaLogic,Tactical FPS,Rated T For Teen,21.0,0,2005
Cryo Interactive,TalonSoft,Adventure,Rated M For Mature,15.0,0,2000
Bullets,Namco,Action,Rated E For Everyone,7.0,0,2005
Kuju Entertainment,Microsoft Game Studios,Train Sim,Rated E For Everyone,19.0,0,2001
PM Studios Inc.,acttil llc.,Rhythm,Rated E +10 For Everyone +10,15.0,1,2018
Virtucraft,Bam Entertainment,2D Platformer,Rated T For Teen,6.0,0,2003
Project Soul,Namco Bandai Games,3D Fighting,Rated T For Teen,23.0,1,2013
Spike,Namco Bandai Games,3D Fighting,Rated T For Teen,41.0,1,2010
The Odd Gentlemen,Sierra Games,Adventure,Rated E +10 For Everyone +10,28.0,0,2015
Den-Yu-Sha,EmuraSoft,Action RPG,Rated T For Teen,8.0,0,2002
Naughty Dog,SCEA,Linear Action Adventure,Rated M For Mature,3248.0,0,2014
Illusion Softworks,Gathering,Tactical FPS,Rated M For Mature,55.0,1,2003
Haggard Games,Atari SA,Action Adventure,Rated M For Mature,38.0,0,2007
Namco,Namco,Light Gun,Rated T For Teen,5.0,0,2002
Vertex4,GamersGate,Command RTS,Rated T For Teen,12.0,0,2007
Black Ops Entertainment,Encore Software,FPS,Rated M For Mature,7.0,0,2003
Gameloft,Ubisoft,Adventure,Rated T For Teen,13.0,1,2007
Disney Online,Disney Online,MMORPG,Rated E +10 For Everyone +10,10.0,0,2007
Circle 5 Studios,Panic Button,FPS,Rated T For Teen,21.0,0,2015
Katauri Interactive,Atari SA,Turn-Based Tactics,Rated T For Teen,332.0,1,2008
Mages.,Nintendo,Visual Novel,Rated T For Teen,14.0,1,2021
Kojima Productions,Konami,Action Adventure,Rated T For Teen,27.0,0,2007
Object,Strategy First,Western RPG,Rated T For Teen,11.0,1,2002
SEGA Racing Studio,Sega,Auto Racing,Rated E For Everyone,19.0,1,2007
Reloaded Games,Adhesive Games,Tactical FPS,Rated T For Teen,304.0,1,2012
Capcom,Capcom,3D Platformer,Rated T For Teen,21.0,1,2004
Natsume,Natsume,Tycoon,Rated E For Everyone,55.0,0,2021
Synetic,Playlogic,Auto Racing Sim,Rated E For Everyone,9.0,0,2006
DotEmu,DotEmu,Individual Sports,Rated E For Everyone,27.0,0,2022
Toys for Bob,Activision,MOBA,Rated E +10 For Everyone +10,115.0,0,2023
DONTNOD Entertainment,Square Enix,Action Adventure,Rated M For Mature,139.0,0,2018
Naughty Dog,Sony Interactive Entertainment,Survival,Rated M For Mature,774.0,1,2024
Sucker Punch,SCEA,Open-World Action,Rated T For Teen,1268.0,1,2009
Streum On Studio,Focus Home Interactive,FPS,Rated M For Mature,122.0,0,2016
Lince Works,Merge Games,Action Adventure,Rated M For Mature,19.0,0,2021
FireFly Studios,SouthPeak Games,Real-Time Strategy,Rated T For Teen,376.0,0,2011
Konami,2K Sports,Baseball,Rated E For Everyone,9.0,0,2007
Infinite State Games,Curve Digital,Horizontal Shoot-'Em-Up,Rated E +10 For Everyone +10,17.0,1,2018
Unfold Games,Bloober Team,Linear Action Adventure,Rated T For Teen,7.0,1,2021
Supermassive Games,Sony Interactive Entertainment,FPS,Rated T For Teen,60.0,0,2018
City Interactive,Merscom LLC,Space Combat Sim,Rated T For Teen,7.0,0,2004
French-Bread,Aksys Games,2D Fighting,Rated T For Teen,61.0,1,2015
Experience Inc.,NIS America,Compilation,Rated T For Teen,6.0,1,2021
Telltale Games,Telltale Games,Adventure,Rated M For Mature,150.0,1,2015
Enhance Games,Enhance Games,Stacking Puzzle,Rated E For Everyone,248.0,1,2018
Rebellion,Evolved Games,FPS,Rated M For Mature,5.0,1,2005
SNK Playmore,SNK Playmore,2D Fighting,Rated T For Teen,7.0,0,2007
The Farm 51,Bandai Namco Games,FPS,Rated M For Mature,103.0,0,2017
NinjaBee,NinjaBee,Management,Rated E +10 For Everyone +10,36.0,0,2010
Capcom,Capcom,Third Person Shooter,Rated T For Teen,115.0,0,2007
ZeniMax Media,Bethesda Softworks,MMORPG,Rated M For Mature,148.0,0,2017
Nival Interactive,Ubisoft,Turn-Based Strategy,Rated T For Teen,91.0,1,2006
indieszero,Namco Bandai Games,Sports,Rated E +10 For Everyone +10,7.0,0,2011
Konami,Ubisoft,2D Beat-'Em-Up,Rated E +10 For Everyone +10,17.0,1,2007
Genki,Ubisoft,JRPG,Rated T For Teen,16.0,0,2001
EA Canada,EA Sports Big,Basketball,Rated E For Everyone,9.0,0,2005
Electronic Arts,Electronic Arts,Board,Rated E For Everyone,17.0,0,2008
Player 1,Titus Software,Action RPG,Rated T For Teen,12.0,0,2000
Vivarium,Sega,Virtual Pet,Rated T For Teen,11.0,1,2000
Telltale Games,Telltale Games,Third-Person Adventure,Rated RP For Rate Pending,35.0,0,2011
Tate Multimedia,Tate Multimedia,Individual Sports,Rated E For Everyone,23.0,0,2018
Kylotonn,Atlus,Action Adventure,Rated M For Mature,33.0,0,2011
4A Games,Deep Silver,FPS,Rated M For Mature,4849.0,0,2019
Namco,Namco,Action RPG,Rated T For Teen,25.0,1,2000
indieszero,Nintendo,Party,Rated E For Everyone,145.0,0,2013
Team17,THQ,Artillery,Rated E +10 For Everyone +10,20.0,1,2007
DreamRift,Disney Interactive Studios,2D Platformer,Rated E For Everyone,40.0,0,2012
Switchblade Monkeys,Switchblade Monkeys,FPS,Rated T For Teen,107.0,0,2014
WXP,Activision,Individual Sports,Rated T For Teen,8.0,0,2004
Sports Interactive,Sega,Soccer Management,Rated E For Everyone,145.0,0,2019
Falcom,NIS America,Action RPG,Rated T For Teen,315.0,1,2017
3 Sprockets,Nnooo,Defense,Rated E +10 For Everyone +10,17.0,1,2014
Deadline Games,Warner Bros. Interactive Entertainment,2D Beat-'Em-Up,Rated M For Mature,13.0,0,2009
THQ Studio Australia,THQ,3D Platformer,Rated E +10 For Everyone +10,7.0,0,2010
Nintendo,Nintendo,Open-World Action,Rated E +10 For Everyone +10,353.0,1,2017
id Software,Bethesda Softworks,FPS,Rated M For Mature,81.0,0,2021
Beenox,Activision,Action,Rated E For Everyone,36.0,1,2007
Five Aces Publishing Ltd.,Five Aces Publishing Ltd.,Football Sim,Rated E For Everyone,27.0,1,2022
Toys for Bob,Activision,3D Platformer,Rated E +10 For Everyone +10,12.0,1,2005
Deadline Games,Eidos Interactive,Third Person Shooter,Rated M For Mature,38.0,1,2005
Ubisoft Vancouver,Ubisoft,Soccer,Rated E For Everyone,10.0,0,2010
InXile Entertainment,Bethesda Softworks,Action Adventure,Rated M For Mature,115.0,0,2011
Namco,Nintendo,Rhythm,Rated T For Teen,7.0,1,2005
Tecmo Koei Canada,Koei Tecmo Games,3D Beat-'Em-Up,Rated M For Mature,27.0,0,2011
Crunching Koalas,Crunching Koalas,Action Puzzle,Rated E For Everyone,30.0,0,2014
Tate Multimedia,Tate Multimedia,3D Platformer,Rated E +10 For Everyone +10,19.0,0,2022
No Goblin,No Goblin,Auto Racing,Rated M For Mature,9.0,0,2015
RageSquid,Sold Out,Biking,Rated E For Everyone,27.0,0,2020
Sumo Digital,SCEA,Auto Racing,Rated E For Everyone,8.0,0,2009
KCET,Konami,Third-Person Adventure,Rated T For Teen,26.0,1,2001
Pixpil,Chucklefish,RPG,Rated T For Teen,120.0,0,2021
Grimlore Games,Nordic Games Publishing,Real-Time Tactics,Rated M For Mature,189.0,1,2017
Falcon Development,Falcon Development,Action RPG,Rated E For Everyone,26.0,0,2018
Guerrilla,SCEA,FPS,Rated M For Mature,958.0,1,2009
Sports Interactive,Sega,Soccer Management,Rated E For Everyone,27.0,0,2023
NEOPOPCORN Corp,NEOPOPCORN Corp,2D Platformer,Rated E +10 For Everyone +10,64.0,1,2020
Curve Digital,Curve Digital,2D Platformer,Rated T For Teen,50.0,1,2014
WB Games Montreal,Warner Bros. Interactive Entertainment,Open-World Action,Rated T For Teen,936.0,1,2013
Ankama Games,Microsoft Game Studios,Action Adventure,Rated E +10 For Everyone +10,12.0,0,2011
Saffire,VU Games,Third Person Shooter,Rated T For Teen,21.0,0,2004
Household Games Inc.,Household Games Inc.,2D Beat-'Em-Up,Rated T For Teen,6.0,1,2018
Nippon Ichi Software,NIS America,RPG,Rated E For Everyone,12.0,1,2008
Pulsatrix Studios,Maximum Games,Survival,Rated M For Mature,49.0,1,2022
Maxis,Electronic Arts,Management,Rated E +10 For Everyone +10,111.0,0,2013
Mediatonic,Devolver Digital,Party,Rated E For Everyone,1238.0,0,2020
Digital Eclipse,Activision,Compilation,Rated E For Everyone,9.0,0,2006
From Software,Namco Bandai Games,Action RPG,Rated M For Mature,1769.0,1,2011
Visual Dart,DANGEN Entertainment,Action Adventure,Rated T For Teen,11.0,1,2021
Square Enix,Square Enix,JRPG,Rated T For Teen,26.0,0,2019
DONTNOD Entertainment,Focus Home Interactive,Action RPG,Rated M For Mature,901.0,0,2018
Inland Productions,Midway,Future Racing,Rated T For Teen,7.0,0,2001
Rovio Entertainment,Activision,Compilation,Rated E For Everyone,33.0,0,2012
Creatures Inc.,Nintendo,RPG,Rated E For Everyone,78.0,1,2008
Taito Corporation,Square Enix,Arcade,Rated E For Everyone,8.0,1,2008
Digital Illusions,EA Games,FPS,Rated T For Teen,41.0,1,2003
Capcom,Capcom,Third Person Shooter,Rated E For Everyone,25.0,1,2003
WayForward,Konami,Survival,Rated M For Mature,133.0,0,2012
Gust,NIS America,JRPG,Rated T For Teen,37.0,0,2005
Quantic Dream,SCEA,Compilation,Rated M For Mature,325.0,1,2016
Bright Future GmbH,Electronic Arts,Soccer Management,Rated E For Everyone,17.0,0,2009
Ubisoft Montpellier,Ubisoft,2D Platformer,Rated E +10 For Everyone +10,300.0,1,2017
SCE Santa Monica,Sony Interactive Entertainment,Linear Action Adventure,Rated M For Mature,24855.0,1,2018
EA Sports,EA Sports,Hockey Sim,Rated E For Everyone,11.0,1,2010
Haemimont Games,Paradox Interactive,Management,Rated E +10 For Everyone +10,5.0,0,2019
Nippon Ichi Software,NIS America,JRPG,Rated M For Mature,25.0,0,2018
Migami Games,Pixelheart,2D Platformer,Rated T For Teen,5.0,1,2020
Eden Studios,Atari SA,Action Adventure,Rated T For Teen,27.0,1,2003
Yuke's,THQ,Wrestling,Rated T For Teen,134.0,1,2012
Good-Feel,Nintendo,3D Platformer,Rated E For Everyone,383.0,1,2019
Day 1 Studios,Microsoft Game Studios,Vehicle Combat Sim,Rated T For Teen,25.0,1,2002
ISVR,Oasis Games,Defense,Rated E For Everyone,11.0,0,2018
Flight School Studio,Flight School Studio,Action Adventure,Rated E For Everyone,24.0,1,2019
Arc System Works,Aksys Games,2D Fighting,Rated T For Teen,6.0,0,2008
Virtucraft,Midway,2D Fighting,Rated M For Mature,13.0,0,2001
Slant Six,Capcom,Third Person Shooter,Rated M For Mature,372.0,0,2012
Avalanche Software,Disney Interactive Studios,Adventure,Rated E +10 For Everyone +10,9.0,0,2008
Digital Eclipse,Konami,Arcade,Rated E For Everyone,5.0,0,2006
343 Industries,Xbox Game Studios,FPS,Rated M For Mature,203.0,0,2019
Barking Dog,Crave,Tactical FPS,Rated M For Mature,24.0,1,2002
Spike Chunsoft,Nintendo,Roguelike,Rated E For Everyone,336.0,1,2020
Midway,Midway,3D Fighting,Rated M For Mature,91.0,1,2002
HIPSTER WHALE,Bandai Namco Games,Arcade,Rated E For Everyone,28.0,0,2016
Triumph Studios,Paradox Interactive,4X Strategy,Rated T For Teen,89.0,1,2023
Sega AM2,Sega,3D Fighting,Rated T For Teen,65.0,1,2002
Tamsoft,D3Publisher,Party,Rated E +10 For Everyone +10,10.0,0,2008
Bungie,Microsoft Game Studios,FPS,Rated M For Mature,1941.0,1,2004
Paradox Arctic,Paradox Interactive,Western RPG,Rated M For Mature,133.0,0,2017
5-Bits Games,5-Bits Games,FPS,Rated T For Teen,47.0,0,2013
Trinket Studios,Adult Swim,2D Beat-'Em-Up,Rated E +10 For Everyone +10,46.0,1,2017
EA Sports,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,122.0,0,2018
Electronic Arts,EA Sports Big,Auto Racing Sim,Rated E For Everyone,9.0,0,2002
Legacy Interactive,Legacy Interactive,First-Person Adventure,Rated T For Teen,5.0,0,2004
Cryptic Studios,NCSOFT,MMORPG,Rated T For Teen,45.0,1,2004
Pelikan13,DANGEN Entertainment,2D Beat-'Em-Up,Rated T For Teen,14.0,0,2020
Afterburn,7Levels,Stacking Puzzle,Rated E For Everyone,8.0,1,2020
The Station,The Station,First-Person Adventure,Rated T For Teen,11.0,0,2018
Moi Rai Games,Team17,Action Adventure,Rated E +10 For Everyone +10,41.0,1,2020
Bethesda Game Studios,Bethesda Softworks,Western RPG,Rated M For Mature,82.0,1,2009
Kung Fu Factory,Majesco,3D Fighting,Rated M For Mature,14.0,0,2013
Ikarion,Xicat Interactive,Real-Time Strategy,Rated T For Teen,5.0,0,2002
2K Games,2K Games,Compilation,Rated M For Mature,922.0,1,2016
Three Rings,XSEED Games,Action RPG,Rated E +10 For Everyone +10,12.0,1,2023
NovaLogic,NovaLogic,Tactical FPS,Rated T For Teen,23.0,0,2009
ZeniMax Media,Bethesda Softworks,MMORPG,Rated M For Mature,72.0,0,2020
Team Salvato,Serenity Forge,Visual Novel,Rated M For Mature,107.0,1,2021
Artisan Studios,Dear Villagers,JRPG,Rated T For Teen,13.0,0,2021
Strategy First,Strategy First,Turn-Based Strategy,Rated T For Teen,163.0,1,2002
Rare Ltd.,Nintendo,Auto Racing,Rated E For Everyone,26.0,1,2000
Antab,Merge Games,Action Adventure,Rated M For Mature,12.0,0,2021
Sidhe Interactive,Activision,Vehicle Combat Sim,Rated M For Mature,16.0,0,2010
Avalanche Software,Atari SA,3D Beat-'Em-Up,Rated T For Teen,54.0,0,2005
Million,Atlus,2D Beat-'Em-Up,Rated T For Teen,8.0,1,2003
CyberConnect2,Namco Bandai Games,Action RPG,Rated T For Teen,18.0,1,2007
Codemasters,Codemasters,Soccer Sim,Rated E For Everyone,5.0,0,2007
Scott Slucher,Playtonic Friends,Open-World Action,Rated E For Everyone,20.0,1,2022
Bungie,Activision,FPS,Rated T For Teen,296.0,0,2016
Cyclone Zero,Q Entertainment,Top-Down Shoot-'Em-Up,Rated E For Everyone,6.0,0,2007
Atlus,Atlus,Western RPG,Rated T For Teen,42.0,1,2017
Giants Software,Focus Home Interactive,Virtual Career,Rated E For Everyone,108.0,0,2018
Free Radical Design,Eidos Interactive,FPS,Rated T For Teen,59.0,1,2000
Mercury Steam,Enlight Software,Action Adventure,Rated T For Teen,44.0,1,2004
Wizards of the Coast,Wizards of the Coast,Card Battle,Rated T For Teen,127.0,0,2014
Ocellus Studio,Microids,2D Platformer,Rated E For Everyone,13.0,0,2021
BreakAway Games,Take-Two Interactive,Management,Rated T For Teen,22.0,0,2002
Redgrim AB,KnapNok Games,Party,Rated E For Everyone,23.0,1,2013
Wobbly Tooth Ltd,Wobbly Tooth Ltd,Auto Racing,Rated E For Everyone,10.0,0,2014
Techland,Ubisoft,FPS,Rated M For Mature,245.0,1,2013
Ghost Town Games Ltd.,Team17,Arcade,Rated E For Everyone,7.0,1,2018
Studio Sai,Studio Sai,Action Adventure,Rated M For Mature,49.0,1,2023
Jupiter Corporation,Jupiter Corporation,Logic Puzzle,Rated E For Everyone,23.0,0,2013
SimBin,Viva Media,Auto Racing Sim,Rated E For Everyone,83.0,1,2007
EA Phenomic,Aspyr,Western RPG,Rated M For Mature,85.0,1,2006
Team Ninja,Koei Tecmo Games,3D Fighting,Rated M For Mature,258.0,1,2015
White Birds Productions,Encore Software,Third-Person Adventure,Rated T For Teen,31.0,0,2008
Atomic Games,SSI,Real-Time Tactics,Rated E For Everyone,19.0,0,2000
Hidden Fields,MWM Interactive,First-Person Adventure,Rated M For Mature,18.0,0,2021
High Impact Games,SCEA,3D Platformer,Rated E +10 For Everyone +10,57.0,0,2009
Arc System Works,Konami,2D Platformer,Rated T For Teen,26.0,0,2011
Zipper Interactive,SCEA,Third Person Shooter,Rated M For Mature,135.0,0,2011
Eyebrow Interactive,Eyebrow Interactive,2D Platformer,Rated E For Everyone,33.0,0,2012
Blizzard Entertainment,Activision,Action RPG,Rated M For Mature,2338.0,0,2021
Nintendo,Nintendo,Auto Racing,Rated E For Everyone,340.0,0,2019
Ubisoft,Ubisoft,Dancing,Rated E For Everyone,22.0,0,2020
Konami Computer Entertainment Hawaii,Konami,Survival,Rated E +10 For Everyone +10,16.0,0,2005
Pendulo Studios,Microids,Point-and-Click,Rated M For Mature,37.0,0,2016
Sparpweed,Sparpweed,Action Puzzle,Rated E For Everyone,41.0,1,2013
Zen Studios,Zen Studios,Golf,Rated E For Everyone,12.0,0,2017
B-Alive,Encore Software,Tycoon,Rated E For Everyone,6.0,0,2003
Erik Svedang,Erik Svedang,Miscellaneous,Rated E For Everyone,14.0,0,2009
The Tangentlemen,Sony Interactive Entertainment,First-Person Adventure,Rated M For Mature,114.0,0,2016
EA Sports,EA Sports,Hockey Sim,Rated E For Everyone,50.0,0,2000
Ubisoft,Ubisoft,Open-World Action,Rated M For Mature,48.0,0,2019
1C:Ino-Co,Paradox Interactive,Turn-Based Strategy,Rated T For Teen,35.0,0,2009
Team Meat,Team Meat,2D Platformer,Rated T For Teen,83.0,0,2020
Climax Studios,SCEA,Auto Racing Sim,Rated E For Everyone,11.0,0,2004
Pacific Coast Power & Light,THQ,Arcade Racing,Rated E For Everyone,6.0,0,2001
EA Tiburon,Electronic Arts,Football Sim,Rated E For Everyone,30.0,0,2008
Relic Entertainment,Sierra Entertainment,Command RTS,Rated E For Everyone,378.0,1,1999
Konami,Konami,Action Puzzle,Rated E +10 For Everyone +10,17.0,0,2023
Dissident Logic,Dissident Logic,2D Fighting,Rated E +10 For Everyone +10,6.0,0,2015
Microsoft Game Studios,Microsoft Game Studios,Aircraft Combat Sim,Rated E For Everyone,7.0,0,2000
Marvelous Entertainment,Natsume,Tycoon,Rated E For Everyone,23.0,1,2006
Konami,Konami,Soccer Sim,Rated E For Everyone,263.0,0,2020
The Sims Studio,Electronic Arts,Virtual Life,Rated T For Teen,61.0,0,2012
SideBar Games,SideBar Games,RPG,Rated E +10 For Everyone +10,41.0,0,2022
Capcom,Capcom,Compilation,Rated T For Teen,275.0,1,2021
S-Neo,Agetec,Wrestling,Rated T For Teen,10.0,1,2007
NapNok Games,Sony Interactive Entertainment,Party,Rated E For Everyone,85.0,0,2018
Fabraz,Headup Games,Linear Action Adventure,Rated E +10 For Everyone +10,14.0,0,2018
Pandemic Studios,THQ,Action Adventure,Rated T For Teen,21.0,1,2005
Superbrothers,Superbrothers,Open-World Action,Rated E For Everyone,24.0,0,2021
Gas Powered Games,2K Games,Action RPG,Rated M For Mature,25.0,1,2006
Capcom,Capcom,3D Beat-'Em-Up,Rated T For Teen,41.0,1,2010
Square Enix,Square Enix,MMORPG,Rated T For Teen,414.0,0,2010
Liquid Bit,Liquid Bit,Arcade,Rated E +10 For Everyone +10,55.0,1,2019
Atlus,Atlus,JRPG,Rated M For Mature,345.0,0,2016
5TH Cell,THQ,Defense,Rated E For Everyone,25.0,1,2008
Torus Games,Xicat Interactive,Vehicle Combat Sim,Rated M For Mature,51.0,0,2000
Team Ninja,Koei Tecmo Games,Action RPG,Rated M For Mature,307.0,1,2021
EA Sports,Electronic Arts,Hockey Sim,Rated E +10 For Everyone +10,108.0,0,2017
Pollux Gamelabs,Paradox Interactive,4X Strategy,Rated E For Everyone,5.0,0,2008
Telltale Games,Telltale Games,Puzzle,Rated E For Everyone,50.0,0,2011
HexaDrive,Nintendo,Open-World Action,Rated E +10 For Everyone +10,1443.0,1,2013
EA LA,EA Games,Real-Time Strategy,Rated T For Teen,380.0,1,2007
Atlus,Sega,Compilation,Rated T For Teen,8.0,0,2023
Harmonix Music Systems,MTV Games,Rhythm,Rated T For Teen,9.0,0,2008
NetherRealm Studios,Warner Bros. Interactive Entertainment,2D Fighting,Rated M For Mature,494.0,1,2011
High Voltage Software,2K Games,Third-Person Adventure,Rated M For Mature,24.0,0,2006
Hudson,Konami,2D Platformer,Rated E For Everyone,33.0,1,2003
Nintendo,Nintendo,2D Platformer,Rated E For Everyone,94.0,1,2020
EA Tiburon,EA Sports,Football Sim,Rated E For Everyone,21.0,0,2006
Marvelous AQL,Nintendo,Board,Rated E For Everyone,34.0,1,2011
Kylotonn,Strategy First,Auto Racing,Rated T For Teen,115.0,1,2017
Nintendo,Nintendo,Rhythm,Rated E For Everyone,82.0,1,2009
Papyrus,Sierra Entertainment,Auto Racing Sim,Rated E For Everyone,35.0,1,2003
Foam Punch,Foam Punch,Skiing,Rated E +10 For Everyone +10,63.0,0,2022
LucasArts,LucasArts,Real-Time Strategy,Rated T For Teen,26.0,0,2002
TOSE,Square Enix,Compilation,Rated T For Teen,67.0,1,2003
Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,415.0,0,2015
Falcom,Aksys Games,Action RPG,Rated T For Teen,34.0,1,2017
Creatures Inc.,Nintendo,Miscellaneous,Rated E For Everyone,30.0,0,2012
Rockstar Games,Rockstar Games,Open-World Action,Rated M For Mature,23875.0,1,2018
R8 Games,R8 Games,Future Racing,Rated E For Everyone,13.0,0,2020
Irem,Agetec,Action Adventure,Rated T For Teen,22.0,1,2007
Game Freak,Nintendo,Board,Rated E +10 For Everyone +10,33.0,1,2016
Digital Illusions,EA Games,Tactical FPS,Rated T For Teen,16.0,1,2006
Arxel Tribe,Cryo Interactive,Adventure,Rated M For Mature,5.0,0,2000
Ubisoft Montpellier,Ubisoft,Metroidvania,Rated T For Teen,447.0,1,2024
Square Enix,Square Enix,Action RPG,Rated T For Teen,236.0,1,2017
Climax Studios,Global Star Software,FPS,Rated M For Mature,5.0,0,2004
Targem Games,Targem Games,Auto Racing,Rated E +10 For Everyone +10,26.0,1,2014
Konami,Konami,Rhythm,Rated E +10 For Everyone +10,6.0,0,2006
